index,error,correct form,edit distance
7771,superfical,superficial,1
5659,ordinarilly,ordinarily,1
8061,theis,these,2
6885,rock's contest,rock concert,4
7062,scribling,scribbling,1
6237,previo,previous,2
6111,poretry,poetry,1
5277,mutch,much,1
1613,chiep,cheap,2
3064,everibody,everybody,1
590,amnne,manner,3
612,analised,analysed,1
7192,sexty,sixty,1
2384,desigines,designs,2
4087,home town,home-town,1
1218,black board,black-board,1
4035,heuritic,heuristics,2
1425,caffe,cafe,1
8492,unfortuneately,unfortunately,1
7790,suppies,supplies,1
3046,essy,easy,1
5836,pavillion,pavilion,1
2852,electrisity,electricity,1
458,aerea,area,1
477,aford,afford,1
8797,wedensday,wednesday,2
1498,cars',cars,1
1553,cercumstances,circumstances,1
4565,irrelavent,irrelevant,2
1504,carttens,curtains,3
286,abou,about,1
6149,pothetous,potatoes,3
5034,meassurement,measurement,1
7681,stuart,steward,3
723,appology,apology,1
1029,batchler,bachelor,3
5199,moore,more,1
6679,rehersals,rehearsals,1
292,above mentioned,above-mentioned,1
3483,foat,foot,1
5608,opinon,opinion,1
8711,vomite,vomit,1
4101,horse back,horseback,1
6158,poverity stricken,poverty-stricken,2
5033,meassure,measure,1
7376,slided,slid,2
5141,miscelaneous,miscellaneous,1
5642,optained,obtained,1
2970,enou,encouragement,9
7418,soley,solely,1
6139,possition,position,1
2982,enthousiastely,enthusiastically,5
7327,sinciatory,sincerely,5
392,activiteit,activity,3
2847,electoric,electric,1
7405,so what,somewhat,2
1219,blackbroad,blackboard,2
6421,purpole,purple,1
3044,espessialy,especially,3
6767,requesed,requested,1
3343,faroan's,pharaoh's,5
5528,occuring,occurring,1
391,activeties,activities,1
5690,ouful,awful,2
1897,concieve,conceive,2
7862,swimmingpools,swimming pools,1
6497,rabbies,rabies,1
2399,desperatly,desperately,1
7546,sprinkel,sprinkle,2
7140,senery,scenery,1
3558,four bedroom,four-bedroomed,3
6278,probanl,probably,2
4904,luxuroys,luxurious,2
2785,easyly,easily,1
1890,concetrat,concentrate,2
4963,manage ment,management,1
1626,chit-chating,chit-chatting,1
6742,repell,repel,1
2916,enames,enemies,2
7460,sorrounded,surrounded,1
2403,despiseable,despicable,2
1205,biscuids,biscuits,1
2103,coulorful,colourful,2
7090,secreats,secrets,1
5315,necassery,necessary,2
1575,chalange,challenge,2
669,any way,anyway,1
4203,imagration,immigration,2
1164,betwen,between,1
2184,crusifixion,crucifixion,1
1274,bounsing,bouncing,1
5107,mids,midst,1
791,areaes,areas,1
4924,maena,means,3
4234,immigrationproblem,immigration problem,1
4311,inconviente,inconvenient,3
7581,steadyly,steadily,1
5232,motorcykle,motorcycle,1
3066,everone,everyone,1
5520,occuppied,occupied,1
3068,every body,everybody,1
3396,femail,femail,0
7202,sheck,check,1
8852,whash,wash.,2
5849,pecon,bacon,2
7608,stoled,stole,1
7088,secondery,secondary,1
2356,descides,decides,1
8576,up down,upside down,4
3585,freshten,freshen,1
5668,origen,origin,1
6809,responsable,responsible,1
796,argueing,arguing,1
7814,surntered,certain,7
5707,out dated,outdated,1
6762,repressentative,representative,1
6766,reputance,reputation,4
5759,pantient,impatient,3
2268,declaratrions,declarations,1
3045,espiceally,especially,2
695,apparant,apparent,1
5023,matricular,matriculation,4
5632,oppresser,oppressor,1
963,bacalaureat,baccalaureate,2
4569,irrevelant,irrelevant,2
3642,futur,future,1
247,ulimately,ultimately,1
5037,measurments,measurements,1
2351,desappeared,disappeared,1
6786,reserch,research,1
7716,succeedes,succeeds,1
4400,ingratitoode,ingratitude,2
7746,sufficien,sufficient,1
5633,oppsit,opposite,2
4636,kahki,khaki,2
435,adolesence,adolescence,1
8216,to listen,for listening,5
5065,meltingpot,melting pot,1
5342,neglegant,negligent,2
8463,undividuall,individually,2
5641,optain,obtain,1
1088,beeing,being,1
2105,coulour,colour,1
4975,mann,man,1
4164,idear,idea,1
6296,proceso,processor,2
3652,galery,gallery,1
8049,theaf,thief,2
4480,intercin,internecine,3
7014,scholl,school,1
291,above menchened,above-mentioned,4
6914,rumous,rumours,1
6170,practic,practice,1
8660,ve,view,2
2372,desease,diseases,2
4721,lastest,last,3
5859,penalty to death,death penalty,11
4383,infinate,infinite,1
8782,watler,water,1
4443,inpulse,impulse,1
6596,recieve,receive,2
7244,should have been,should be,7
2782,easly,easily,1
7599,stil,still,1
1644,chould,should,1
3590,friend in the school,schoolfriend,19
2110,countin,counting,1
7734,sucsesive,successive,2
5931,personell,personnel,2
798,arguement,arguments,2
8411,uggeste,suggested,2
6294,proceedure,procedure,1
7237,short tern,short-term,2
8979,worser,worse,1
8680,vicepresident,vice-president,1
5012,mashine,machine,1
2834,egnineers,engineers,2
4859,lonley,lonely,2
610,anable,enable,1
4456,instantanous,instantaneous,1
1234,boarding-shcools,boarding schools,3
8751,was combing,combed,7
7964,telecomunication,telecommunication,1
4933,magnific,magnificent,3
7838,suttle,subtle,1
7640,stratigicall,strategically,2
4720,last minute-passenger,last-minute passenger,2
4624,juelerious,jewellery,7
2512,diing,dying,1
7353,sittind,sitting,1
5820,past times,pastimes,2
8345,trie,try,2
9041,youy,you,1
3094,evrey,every,2
1499,cars toys,toy cars,7
5666,orginizes,organizes,1
8300,traditionaly,traditionally,1
5052,mediteranean,mediterranean,1
6659,refrection,reflection,1
7789,suppermarket,supermarket,1
1970,consern,concern,1
2606,disobyed,disobeyed,1
1004,bann,ban,1
6201,pregnent,pregnant,1
7053,scources,sources,1
7869,symetry,symmetry,1
1789,comit,commit,1
1021,basen,based,1
2012,contin,contains,2
4212,imerged,emerged,1
6609,recived,received,1
3739,godby,good-bye,3
4988,manufactury,factory,5
8907,widesread,widespread,1
4360,indivial,individuals,3
6791,resipient,recipient,1
7286,siknis,sickness,3
4802,lindas,linda's,1
3792,gowernments,governments,1
2712,down town,downtown,1
5047,medicenes,medicines,1
3329,family's love,love of the family,17
1765,collegue,colleague,1
2687,donstrea,downstream,2
8904,wide spread,widespread,1
6745,repitition,repetition,1
2883,embarressed,embarrassed,1
3361,faultfree,fault-free,1
8149,throughly,thoroughly,1
2097,could'nt,couldn't,2
3150,excurtion,excursion,1
6315,proffits,profits,1
389,acsertaine,ascertained,3
3288,fairl,fairly,1
1877,comunity,community,1
3634,furt,future,3
5031,mayby,maybe,1
988,balkony,balcony,1
7347,sissors,scissors,1
8004,terriby,terribly,1
3014,equiped,equipped,1
1173,bicekets,biscuits,4
8266,tonage,tonnage,1
9016,years old,year-old,2
8834,wer,were,1
4686,kye,key,2
3885,hampher,hamper,1
5975,photocamera,camera,5
7966,televison,television,1
5708,out going,outgoing,1
7315,simplisity,simplicity,1
2258,deciphring,deciphering,1
2992,envents,events,1
3274,facte,face,1
8387,turistical,tourist,5
144,meditterranean,mediterranean,1
731,appriceate,appreciate,2
7470,sould,should,1
3106,examin,examine,1
5139,mis-management,mismanagement,1
6734,renove,removed,2
1632,choesen,chosen,1
2773,each one,everyone,4
3835,grown up people,grown-up people,1
8846,wgic,which,2
961,babyes,babies,1
7475,sourt,sort,1
5318,neccesary,necessary,2
2896,emitet,emitted,2
6850,rhum,rum,1
5060,meenwhal,meanwhile,3
6722,remenber,remember,1
1456,candidat,candidate,1
8117,thoug,though,1
5085,mesuem,museum,3
2305,deligthed,delighted,2
4520,intially,initially,1
1184,big head,big-head,1
993,balons,balloons,2
8559,unt,aunt,1
5353,neighboor,neighbour,1
6653,reflectioned,reflected,3
8514,univercitys,universities,3
6002,pini,picnic,2
5425,noisness,noise,3
2452,diciplined,disciplined,1
3147,exctiting,exciting,1
3722,glaced,glared,1
5036,measurment,measurement,1
4672,knowleage,knowledge,1
4073,hoens,honest,3
8761,wasch,wash,1
5885,percieve,perceive,2
5551,offull,awful,3
4002,heavey,heavy,1
5590,onirous,onerous,1
7011,schildren,children,1
4436,inocuous,innocuous,1
743,approximatly,approximately,1
261,a good instruction,good instructions,3
1517,cassett,cassette,1
2063,corce,course,2
3250,extreemly,extremely,2
7412,sociaty,society,1
8850,whants,wants,1
4031,hero warshipt,hero-worshipped,5
8332,treatement,treatment,1
8312,trainned,trained,1
8440,unconvice,unconvinced,2
8969,woried,worried,1
7728,sucess,success,1
6890,roller skates,roller-skating,4
3121,excamples,examples,1
219,scottsman,scotsman,1
2799,econimic,economic,1
6016,pityfully,pitifully,1
3202,experance,experience,2
3383,feeled,felt,3
5900,perles,pearls,2
891,athmosphere,atmosphere,1
1543,cellebration,celebration,1
1558,certaincy,certainty,1
8698,visitid,visited,1
3482,fo,for,1
6579,reccommending,recommending,1
2653,disturbences,disturbances,1
2625,dissapoint,disappoint,2
7601,stircase,staircase,1
2819,effeciently,efficiently,1
6178,pre university,pre-university,1
7693,studing,studying,1
4299,inconvenciont,inconvenient,2
4,annie house's,annie's house,4
6321,proggres,progress,2
3465,fixt,fixed,2
3797,graduat,graduate,1
1438,camerades,comrades,2
6559,realy,really,1
5868,penomenon,phenomenon,1
141,marokko,morocco,3
4056,hihg,high,2
5874,peopple,people,1
4131,human kind,humankind,1
204,scotich,scottish,2
1502,cartin,curtains,3
3976,headeak,headache,4
8587,uppertunity,opportunity,2
5650,oranisation,organization,2
2793,eccepted,accepted,1
5378,never the less,nevertheless,2
6150,potiotes,potatoes,3
4626,juis,juice,2
1251,borch,brush,3
904,atribute,attribute,1
3163,exention,extension,2
3579,frend,friend,1
8899,whow,how,1
8208,to go,going,4
4559,invlvin,involving,2
606,an hourse,a horse,2
6009,pit's lactrine,pit latrines,4
6982,saught,sought,1
3712,girl friend,girlfriend,1
7091,secretely,secretly,1
4663,knews,news,1
4026,herberts,herbert's,1
562,althoug,although,1
2285,definat,definite,2
6194,prefere,prefer,1
630,angryed,angry,2
7245,shouldda,shoulder,2
5187,monopol,monopoly,1
6057,ploblems,problems,1
6241,priched,preached,2
3893,handi-caped,handicapped,2
1537,celebate,celebrate,1
9017,yeasterday,yesterday,1
7177,serport,support,2
119,irland,ireland,1
1925,confusin,confusing,1
6333,projets,projects,1
736,approched,approached,1
5213,morney,morning,3
5956,phamplet,pamphlet,2
3028,ernest,earnest,1
2539,directory board,board of directors,15
944,availble,available,1
1116,behavier,behaviour,2
4743,learne,learn,1
8607,usuful,useful,1
1565,certinity,certainty,2
1873,comunication,communication,1
8622,vaiable,variable,1
4142,hundrets,hundreds,1
12,austrailia,australia,1
4931,magnefision,magnificent,5
6417,purpal,purple,2
1421,cabine,cabin,1
8422,un happy,unhappy,1
1377,bus stop,bus-stop,1
5067,memorys',memories,3
640,anomolies,anomalies,1
3115,exaustate,exhausted,4
724,apportunity,opportunity,1
5312,near by,nearby,1
2971,enougf,enough,1
966,bachler,bachelor,2
8008,terrouble,terrible,2
3556,fotos,photos,2
2492,differents,differences,2
2319,deminish,diminish,1
4005,hedace,headache,2
3447,first hand,first-hand,1
6168,practacing,practising,2
3741,goegraphicaly,geographically,3
3305,falled,fell,3
3212,explainations,explanations,1
8881,whitch,which.,2
8273,tortyre,torture,1
930,authentity,authenticity,2
8255,toilett,toilet,1
1151,benifished,beneficial,5
3675,gares,gears,2
788,are making,will make,7
4350,independene,independence,1
7420,solmn,solemn,1
7591,sterio,stereo,1
3030,errase,erase,1
6496,qwite,quite,1
7162,seprat,separate,2
1336,buatiful,beatiful,1
5510,ocassionaly,occasionally,3
1496,carring,caring,1
8182,tireing,tiring,1
8172,tigit,ticket,3
8054,theese,these,1
4139,hundrd,hundred,1
6416,purety,purity,1
5026,mauby,maybe,2
8349,triumpet,trumpet,1
1043,beared,bearing,3
5722,overfi,overfill,2
7522,spesified,specified,1
5138,mirrow,mirror,1
5930,personel,personnel,1
7977,temperatuer,temperature,2
4027,here by,hereby,1
809,arragment,arrangement,2
1617,childeren,children,1
7926,tax free,duty-free,5
6663,refressing,refreshing,1
513,air-journeies,air journeys,3
1598,cheak,cheek,1
6324,programm,programme,1
100,i'll,i,3
3008,epidemie,epidemic,1
3365,favorit,favourite,2
2734,drewe,drew,1
4242,imployed,employed,1
2561,disccus,discuss,2
3114,exause me,excuse me,1
7509,spectoscopy,spectroscopy,1
2091,cottege,cottage,1
3544,fortunaly,fortunately,2
1734,clumb,climb,1
3535,forrest,forest,1
7319,simptoms,symptoms,1
1730,clouths,clothes,2
1256,bornas,bonus,2
5824,paternaty,paternity,1
1722,close down,close-down,1
273,aan,and,2
1655,cigaret,cigarette,2
7850,sweeming,swimming,2
7707,subsiquent,subsequent,1
5059,meens,means,1
9026,yor,your,1
6350,propably,probably,1
7991,teoretical,theoretical,1
6329,progrese,progress,1
8190,to be,of being,5
2016,continous,continuous,1
5347,neibhour,neighbour,2
8497,unfurtunately,unfortunately,1
7356,siventy,seventy,1
1562,certance,certainty,3
6246,primeaval,primaeval,2
470,affence,offence,1
2501,difficuties,difficulties,1
4974,manknd,mankind,1
4264,improove,improve,1
8627,vallies,valleys,2
962,babys,babies,2
5606,opertunity,opportunity,2
4834,livelyhood,livelihood,1
671,anymals,animals,1
5039,meay,may,1
5421,noicey,noticed,2
433,adolecence,adolescence,1
1202,birds nest,birds' nests,2
26,cambrigde,cambridge,2
5189,monotinous,monotonous,1
5794,particuala,particular,2
5858,penaltry,penalty,1
7933,teached,be taught,7
2859,elevent,eleven,1
2066,cornes,corners,1
8801,weedend,weekend,1
6469,questionning,questioning,1
3972,headdeck,headache,4
1356,bulleting,bulletins,1
174,oktober,october,1
2349,desacription,description,1
120,israil,israel,1
3994,heart broken,heartbroken,1
3829,grocerers,grocer's,2
3724,gladful,glad,3
3078,everybodys,everybody's,1
6014,pittying,pitying,1
7013,schol,schools,2
2557,disasterous,disastrous,1
4224,immediatl,immediately,2
6197,preferrably,preferably,1
8131,thousend,thousand,1
5153,misterious,mysterious,1
8,assisie,assisi,1
6839,revelent,relevant,3
5265,musea,museums,3
4855,lones,loans,2
1962,consentration,concentration,1
938,avacado,avocado,1
3667,garary,gallery,3
6565,reasinabl,reasonably,2
2428,deversity,diversity,1
6951,saleman,salesman,1
8776,water skiing,water-skiing,1
807,aroung,around,1
7699,stuward,steward,1
8333,treatened,threatened,1
33,caribean,caribbean,1
5504,obviousl,obvious,1
1052,beatufull,beautiful,3
7363,skilfoll,skilful,2
8391,turned off,turn off,2
3082,everyons,everyone's,2
4258,impressario,impresario,1
6127,posponed,postponed,1
7382,sliped,slipped,1
8159,thruth,truth,1
5679,orther,order,2
5731,owercrowded,overcrowded,1
3897,handle bars,handle-bars,1
8298,tradgedy,tragedy,1
6173,prarie,prairie,1
1672,citicens,citizens,1
4107,hotel's owner,hotel-owner,3
2505,diffuculty,difficulty,1
4911,machinaries,machinery,4
2552,disappeares,disappears,1
3342,farmous,famous,1
3208,expirience,experience,1
3218,explanotory,explanatory,1
6789,resevoir,reservoir,1
6397,publiclly,publicly,1
3730,glauds,clouds,2
9035,your self,yourself,1
2494,differert,different,1
6451,quarintine,quarantine,1
8604,usful,useful,1
4941,maiby,maybe,2
5699,oure,our,1
8626,vairous,various,2
4132,humer,humour,2
3104,examiantion,examination,2
530,alchol,alcohol,1
5673,origionally,originally,1
5715,over night,overnight,1
1317,broad casting,broadcasting,1
4634,juse,juice,2
3408,fewe,few,1
436,adres,address,2
2098,could not,cannot,5
7049,scolarships,scholarships,1
3059,eventully,eventually,1
2129,coused,caused,1
8561,untidyness,untidiness,1
1325,brokje,have broken,7
505,agricelture,agriculture,1
8885,whitout,without,2
4591,jalouseie,jealousy,4
5883,percecution,persecution,1
37,commonmarket,common market,1
6921,ruteless,ruthless,1
5042,mechanials,mechanicals,1
1819,communtty,community,1
476,afirmativily,affirmatively,2
1879,comvinience,convenience,2
5854,peice,pieces,3
4760,leiusure,leisure,1
6309,proffesionalists,professionals,5
4315,inconviniences,inconveniences,1
6437,quage,quake,1
7978,temperatur,temperature,1
3721,givs,gives,1
1832,comparrison,comparison,1
2054,coombed,combed,1
3747,goldern,golden,1
4188,iluminated,illuminated,1
6272,probabal,probable,2
6845,rgister,register,1
7981,temperition,temperature,4
8141,threathen,threaten,1
2430,devided,devised,1
3423,figuars,figures,2
4948,maintined,maintained,1
2913,emprisoned,imprisoned,1
1833,compartiment,compartment,1
3991,hearded,heard,2
5201,mooved,moved,1
1355,bulle,bully,1
2699,double cross,double-cross,1
3493,fondamental,fundamental,1
4149,hurted,hurt,2
4712,languge,language,1
7022,school mates,schoolmates,1
1671,citadell,citadel,1
4619,jous,juice,4
3333,famley,family,2
4358,indiuidual,individual,1
7329,sincierly,sincerely,2
1999,contanct,constant,2
5246,much strict,very strict,4
4506,interrested,interested,1
8920,wild lifes,wildlife,2
1238,boaring,boring,1
1009,barchellor,bachelor,2
9036,youre,your,1
527,albe,able,2
5292,narative,narrative,1
3287,fairitale,fairytale,1
5653,orchester,orchestra,2
1810,committments,commitments,1
8526,unluckly,unluckily,1
7525,spiritous,spirituous,1
1401,butcheler,bachelor,3
7437,somewone,someone,1
3481,flyently,fluently,1
652,ansver,answer,1
6375,provisionaly,provisionally,1
1085,beef steak,beefsteak,1
3877,hair style,hair-style,1
2696,doubb,doubtless,5
2825,effet,effect,1
980,bady,bad,1
4540,inushiols,initials,4
7774,superstitous,superstitious,1
848,asscuesed,excused,4
2846,electon,election,1
7361,skair,scare,3
3693,generataed,generated,1
3144,excouse me,excuse me,1
6695,relevaant,relevant,1
2064,corderoy,corduroy,1
1484,carfully,carefully,1
99,i'ld,i'd,1
8951,wodka,vodka,1
8281,tought,thought,1
259,yucatan's,yucatans,1
4227,immence,immense,1
8822,well off,well-off,1
580,amentities,amenities,1
27,cambrige,cambridge,1
2053,cooly,coolly,1
233,sweedish,swedish,1
3956,have never seen,never saw,8
2578,discret,discrete,1
15,becu,because,3
578,amblares,ambulance,4
7712,sububan,suburban,1
5489,obediant,obedient,1
8366,trully,truly,1
4820,literar,literary,1
2669,do not likely know,are unlikely to know,10
6592,reciepts,receipts,2
1179,bicyl,bicycle,2
2854,elegable,eligible,2
3055,evedent,evident,1
3740,godbye,good-bye,2
5044,medeaval,mediaeval,2
6283,probibilities,probabilities,1
4249,importat,important,1
2070,correcte,correct,1
1078,becus,because,2
7969,tell tailing,telltaling,2
8362,truble,trouble,1
2808,edmittet,admitted,2
5770,paraschutist,parachutist,1
7322,sincerealy,sincerely,1
6040,pleace,pleased,2
932,automized,automated,2
7661,strictist,strictest,1
2176,crokery,crockery,1
8815,well dress,well-dressed,3
7514,speial,special,1
7139,sended,sent,3
2966,enogh,enough,1
7096,secutereal,secretarial,4
2434,devine,divine,1
5362,nesaccary,necessary,4
2692,door way,doorway,1
3511,forcast,forecast,1
996,bananna,banana,1
4768,leting,letting,1
7253,showes,shows,1
146,michael,michael's,2
6330,progresion,progression,1
1344,builet,built,1
5217,mortgauged,mortgaged,1
5847,peasents,peasants,1
6106,popsinger,pop singer,1
3813,grave yard,graveyard,1
7294,siluhete,silhouette,4
4112,hourned,honoured,3
1424,cafee,cafe,1
3450,fishies,fishes,1
3678,gasolin,gasoline,1
4406,inicials,initials,1
7490,spanish,spaniards,4
2768,dutchess,duchess,1
2680,dolby-system,dolby system,1
5096,mianl,mainly,3
2310,delishius,delicious,3
3241,exspell,expel,2
6405,punishments to,punishment for,3
5316,neccasary,necessary,2
4349,independend,independent,1
6300,prodi,producing,4
6952,salery,salary,1
8195,to chat,chatting,7
310,accademically,academically,1
8650,varioty,variety.,2
7236,shoppings,shopping,1
4754,leed,lead,1
7414,soffa,sofa,1
1697,cleaness,cleanliness,3
1566,certon,curtain,3
4633,jus,juice,3
6572,recauses,resources,4
8400,two and two,in pairs,10
2479,difence,difference,3
3677,garried,carried,1
5652,orcestra,orchestra,1
6295,procesin,processing,2
5499,obserbed,observed,1
3581,frened,friend,2
425,admireing,admiring,1
3197,expelienced,experienced,1
6692,relegious,religious,1
3840,guardien,guardian,1
8634,vandalists,vandals,3
5979,phototes,potatoes,3
2995,enviroment,environment,1
28,canadan,canadian,1
7944,techinical,technical,1
5567,olso,also,1
7141,senes,sense,2
9021,yersterday,yesterday,1
8551,unsleep,asleep,2
6204,prejustices,prejudices,2
2603,dismis,dismiss,1
1418,bying,buying,1
461,aeroplanes',aeroplanes,1
6608,recive,receiving,4
421,admiistere,administered,2
7968,telivision,television,1
922,aurgueing,arguing,2
2469,diease,disease,1
3249,extreamly,extremely,2
4413,inkevanins,inconvenient,6
5219,mose,most,1
57,dutshman,dutchman,1
4049,high ranking,high-ranking,1
4109,hotelpersonnel,hotel personnel,1
430,admiting,admitting,1
2667,dminished,diminished,1
3185,existense,existence,1
4148,hurrly,hurriedly,3
3985,healhty,healthy,2
8737,wals,walls,1
2443,diasease,disease,1
41,compson-family,compson family,1
3021,equiry,enquiry,1
8055,theey,they,1
442,advantageos,advantageous,1
8363,trucculent,truculent,1
4432,innoscence,innocence,1
2355,descided,decided,1
4195,imaganation,imagination,1
3841,guarenteed,guaranteed,1
36,comminites,communities,2
8839,werever,wherever,1
4983,manufactored,manufactured,1
5171,moen,moan,1
2607,disonist,dishonest,2
7175,serounding,surrounding,2
5710,out spoken,outspoken,1
7756,suggar,sugar,1
5355,neighor,neighbours,3
7924,tast,taste,1
7377,slighlt,slightly,2
7087,seconde,second,1
2948,engoy,enjoy,1
1296,breackdown,breakdown,1
3295,faithfuly,faithfully,1
6636,redundent,redundant,1
1645,chruch,church,2
3655,game's rules,the rules of the game,17
2616,disqoteques,discotheques,2
4772,levals,levels,1
5220,moset,most,1
5876,peotry,poetry,2
8849,whant,want,1
5056,meece,mice,2
6299,proctical,practical,1
8402,two times,twice,5
4651,kimona,kimono,1
1333,bruch,brush,1
841,aspeat,aspect,1
4231,immidiate,immediate,1
2424,developped,develop,3
6582,receit,receipt,1
3910,happed,happened,2
4098,horrable,horrible,1
2715,draged,dragged,1
7206,sheeper,cheaper,2
5825,patethic,pathetic,2
6319,progerous,progress,3
2957,enjoyement,enjoyment,1
4183,illustartio,illustration,3
4332,increente,incremented,2
3977,headec,headache,3
1084,beee,been,1
8418,umcomfortable,uncomfortable,1
2688,dont,didn't,3
2963,ennemies,enemies,1
6226,pretented,pretend,2
2938,enemes,enemies,1
5873,peopl,people,1
6799,resoved,resolved,1
8766,wasit,waist,2
491,aggreement,agreement,1
6717,remebre,remember,3
2684,dommage,damage,2
5376,neuclar,nuclear,2
2397,desperat,desperate,1
7047,scketch,sketch,1
3308,falsch,false,2
3390,fel,field,2
5645,optimmistic,optimistic,1
4230,immidate,immediate,2
8296,tradditional,traditional,1
3539,forseeable,foreseeable,1
5831,patner,partner,1
3480,fluorishes,flourishes,2
5387,nexst,next,1
2944,engalfed,engulfed,1
6612,reckonized,recognized,2
8335,treathening,threatening,2
8867,when ever,whenever,1
5991,pickeral,pickerel,1
3180,exicted,excited,2
8280,tought,taught,1
6349,prooved,proved,1
2585,disegregation,desegregation,1
1019,barth,bath,1
7239,shorther,shorter,1
7272,siezed,seized,2
6578,reccommended,recommended,1
3588,frieind,friend,1
2360,descisions,decisions,1
4868,lossed,lost,3
5272,musiums,museums,1
5761,paradise like,paradise-like,1
7433,somedy,somebody,2
7999,teroists,terrorists,2
4126,hudge,huge,1
4458,insteret,interest,2
2562,discite,discrete,2
1107,begining,beginning,1
4556,invitated,invited,2
549,allright,all right,1
1662,cind,kind,1
4047,higest,highest,1
7943,techers,teachers,1
6912,ruhbarb,rhubarb,2
1708,clergy men,clergymen,1
151,napoli,naples,3
7744,sufferage,suffrage,1
2502,diffrent,different,1
7563,standars,standards,1
5168,modiefie,modified,2
7951,techolgy,technology,2
6784,resently,recently,1
5585,onece,once,1
4165,ideia,idea,1
5198,moones,moons,1
1563,certian,certain,2
1494,carries',carries,1
5530,occurrean,occurrence,3
3909,happaly,happily,1
7909,takeen,taking,3
4806,liquified,liquefied,1
3357,fattness,fatness,1
6956,sallary,salary,1
6824,restorts,resorts,1
8516,universaty,university,1
8675,vertarn,veteran,3
1918,confince,convince,1
7718,succer,soccer,1
8541,unredstood,understood,2
502,agressions,aggressions,1
8548,unscroupulous,unscrupulous,1
7600,stimic,stomach,3
3801,grammophon,gramophone,2
499,agreable,agreeable,1
5161,mize,mice,1
8532,unpleasent,unpleasant,1
4557,invitection,invitation,2
200,scientic,scientific,2
8434,unconcience,unconscious,5
5183,moning,morning,1
4621,joyfull,joyful,1
636,annoied,annoyed,1
1217,black-bord,blackboard,2
5987,physologically,physiologically,1
2856,eleminate,eliminate,1
2078,corrigated,corrugated,1
8123,thougth,thought,2
7557,stabil,stable,2
8397,twentie's,twenties,1
7116,self conscious,self-conscious,1
8598,useage,usage,1
4719,last minute,last-minute,1
2412,deterent,deterrent,1
5045,medecine,medicine,1
205,scotisch,scottish,2
428,admist,amidst,2
1893,conciderable,considerable,1
7392,sluggishing,sluggish,3
2802,economtric,econometric,1
265,a other,another,1
8309,tragical,tragic,2
5778,paren'ts,parents,1
4757,lefe,life,1
7837,suted,suited,1
7775,supertendent,superintendent,2
8872,whereever,wherever,1
7879,sympthom,symptom,1
8988,would'nt,wouldn't,2
5716,over protecting,over-protecting,1
1412,byci,bicycle,4
4570,irreversable,irreversible,1
2478,diete,diet,1
7324,sincerety,sincerity,1
3487,folk songs,folksongs,1
2324,demostrated,demonstrated,1
1386,business like,businesslike,1
5963,pharos,pharaohs,2
7486,sovreignty,sovereignty,1
2041,convertable,convertible,1
5860,pendantic,pedantic,1
7802,suprisingly,surprisingly,1
3717,girles',girls',1
5457,noticible,noticeable,2
8416,umberalla,umbrella,2
8155,throut,through,2
3587,frieght,fright,1
2433,deviding,dividing,1
8050,thear,there,2
5330,necesscay,necessary,2
6017,pivting,pivoting,1
7875,symphathetic,sympathetic,1
3200,expencive,expensive,1
6248,priminister,prime minister,3
3300,fale,fail,2
4194,im,information,9
6959,samber,sober,2
2323,demostated,demonstrated,2
6468,questionned,questioned,1
5785,parnter,partner,2
6412,pupuils,pupils,1
6577,reccommendation,recommendation,1
3673,gardon,garden,1
4666,knoldelge,knowledge,3
7130,semi conscious,semi-conscious,1
5667,origal,original,2
7478,southen,southern,1
4455,insta,install,2
7622,stopp,stop,1
6495,qwickly,quickly,1
49,denish,danish,1
8081,thhi,this,2
2827,efficienc,efficient,1
5371,nessesity,necessity,3
7485,souviner,souvenir,2
3919,happenned,happened,1
1705,cleen,clean,1
1847,complainings,complaints,3
8864,wheather,whether,1
5149,misrable,miserable,1
1857,complety,completely,2
2039,convers,converted,3
4411,initiativ,initiative,1
60,engish,english,1
5458,noticieabl,noticeable,2
8351,trokeic,trochaic,3
5688,ou,out,1
5263,murdring,murdering,1
6018,pla,pleasure,5
7644,streat,straight,4
4222,immeadetly,immediately,4
3538,forsee,foresee,1
5348,neiboughs,neighbours,4
2980,enterred,entered,1
7651,strenght,strength,2
1746,cocounut,coconut,1
1326,broom thick,broomstick,2
890,athlette,athlete,1
7745,sufficent,sufficient,1
7831,suscriber,subscribers,2
8795,wecckend,weekend,2
2705,doughtful,doubtful,2
3201,expensives,expenses,2
7628,straigt,straight,1
7615,stomatch,stomach,1
8648,varietes,varieties,1
8305,traffik,traffic,1
3192,expanion,expansion,1
5204,mordern,modern,1
4925,magasines,magazines,1
650,anshante,ancient,4
1154,benifits,benefits,1
4302,inconvenice,inconvenience,2
8549,unseizingly,unceasingly,3
396,actualy,actually,1
7452,sophistikated,sophisticated,1
5225,mothing,nothing,1
3749,golf place,golf course,5
539,all ways,always,2
3469,flamable,flammable,1
8596,usatisfactory,unsatisfactory,1
5915,perpose,purpose,1
6461,querrel,quarrel,1
7904,tak,take,1
5477,numbee,number,1
2976,enrerg,energy,2
5207,more naughty,naughtier,8
4467,inteference,interference,1
3862,habbit,habit,1
8035,the all,all the,6
4326,increas,increases,2
7290,sillpary,slippery,4
8282,tougt,thought,2
8554,unsufficient,insufficient,1
5472,nowdays,nowadays,1
4039,hiegh,high,1
1917,confermation,confirmation,1
1771,collosal,colossal,2
400,acused,accused,1
